STT,Id,Mã KH,Tên,Điện thoại,Mã Số Thuế,Nhân viên bán hàng,Khu vực,Địa chỉ,Vĩ Độ,Kinh Độ,Xã/Tỉnh mới,,,
4013,158651,2TGHAIDUNG,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HAI DŨNG,989321933,8789627278-001,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP LỢI THUẬN, XÃ MỸ LỢI B, CÁI BÈ, TIỀN GIANG","10,3966157","105,8930599","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4014,196876,2TGHAILOC3,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HAI LỘC 3,886140155,82191003283,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Thửa đất số 3084, tờ BĐ số 03, Ấp Tân Bình 1, Xã Tân Thuận Bình, Huyện Chợ Gạo, Tỉnh Tiền Giang","10,37847674","106,488478","Xã Tân Thuận Bình,Tỉnh Đồng Tháp",,,
4015,156481,2TGHAITIEN,HỘ KINH DOANH HẢI TIÊN,84967996105,82096001092,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP 4, XÃ BÌNH PHÚ, ĐỒNG THÁP","10,3634228","106,0951435","Xã Bình Phú,Tỉnh Đồng Tháp",,,
4016,195468,2TGHAITRIEU,HẢI TRIỀU,917106656,3602121173,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Số 40 tổ 2, ấp Phú Khương A, Xã Phú Kiết, Huyện Chợ Gạo, Tỉnh Tiền Giang","10,44418892","106,3764424","Xã Lương Hòa Lạc,Tỉnh Đồng Tháp",,,
4017,147861,2TGHATHIKIMNGAN,HÀ THỊ KIM NGÂN,84909203767,82180013784,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"ẤP BÌNH KHƯƠNG 2, XÃ BÌNH PHỤC NHỨT, HUYỆN CHỢ GẠO, TỈNH TIỀN GIANG","10,39412714","106,5137287","Xã An Thạnh Thủy,Tỉnh Đồng Tháp",,,
4018,156298,2TGHIEUBUONDANSANH,HỘ KINH DOANH HIỆU BUÔN DÂN SANH,917510560,8727834669,Đào Văn Dương,T15 - SÔNG TIỀN 3,"TỔ 2, ẤP HƯNG, XÃ ĐIỀM HY, HUYỆN CHÂU THÀNH, TỈNH TIỀN GIANG","10,4057517","106,2115899","Xã Bình Trưng,Tỉnh Đồng Tháp",,,
4019,196759,2TGHKDHAIDANG,HỘ KINH DOANH HẢI ĐĂNG,859369456,82095006828,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Thửa đất số 404, tờ bản đồ số 22, Ấp Mỹ Thọ, Xã Mỹ Tịnh An, Huyện Chợ Gạo, Tỉnh Tiền Giang, Việt Nam","10,45346202","106,3975544","Xã Mỹ Tịnh An,Tỉnh Đồng Tháp",,,
4020,161872,2TGHKDHUUHANH,HỘ KINH DOANH HỮU HẠNH,387665708,83194001947,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"TỔ 9, ẤP LỢI TRINH, XÃ MỸ LỢI, TỈNH ĐỒNG THÁP","10,35523695","105,8972324","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4021,156263,2TGHKDNGOVANTONG,HKD NGÔ VĂN TÒNG,978152339,82073001383,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP MỸ LƯƠNG, LONG TIÊN, ĐỒNG THÁP","10,3496498","106,1600698","Xã Long Tiên,Tỉnh Đồng Tháp",,,
4022,158885,2TGHONGPHUC,HỒNG PHÚC,916754126,1200946332,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP 8, XÃ AN PHƯỚC, TỈNH ĐỒNG THÁP","10,4302598","106,7159273","Xã An Phước,Tỉnh Đồng Tháp",,,
4023,161757,2TGHONGTRANG,HỘ KINH DOANH ĐẠI LÝ VẬT TƯ NÔNG NGHIỆP HỒNG TRANG,939960622,82192004070,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"ẤP TÂN XUÂN, XÃ TÂN HƯƠNG, TỈNH ĐỒNG THÁP","10,50400832","106,3452838","Xã Tân Hương,Tỉnh Đồng Tháp",,,
4025,147321,2TGHOTANTAI,HỒ TẤN TÀI,84989495511,82066020253,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP BÌNH, XÃ AN HỮU, TỈNH ĐỒNG THÁP","10,294586","105,9222167","Xã An Hữu,Tỉnh Đồng Tháp",,,
4026,158844,2TGHUE,CỬA HÀNG VTNN HUỆ,334529709,8470317810,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"SỐ 6, TỔ 1, ẤP BỜ KINH, XÃ TÂN ĐÔNG, TỈNH ĐỒNG THÁP","10,3772929","106,7057022","Xã Tân Đông,Tỉnh Đồng Tháp",,,
4027,158278,2TGHUNGTIEN,HKD VTNN HÙNG TIÊN,84907795539,82090011805,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"TỔ 13, ẤP AN THẠNH, XÃ CÁI BÈ, TỈNH ĐỒNG THÁP","10,3535727","106,0023725","Xã Cái Bè,Tỉnh Đồng Tháp",,,
4028,161919,2TGHUUKHAI,HỘ KINH DOANH HỮU KHẢI,84795912665,82099013543,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"VÀM KINH, XÃ GÒ CÔNG ĐÔNG, TỈNH ĐỒNG THÁP","10,27614987","106,7370415","Xã Gò Công Đông,Tỉnh Đồng Tháp",,,
4029,158790,2TGHUYNHNHU,HKD CH VTNN - VLXD HUỲNH NHƯ,963979827,1201017012,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"THẠCH LẠC ĐÔNG, XÃ VĨNH BÌNH, TỈNH ĐỒNG THÁP","10,3565983","106,5616396","Xã Vĩnh Bình,Tỉnh Đồng Tháp",,,
4031,158871,2TGHUYNHQUANGKHAI,HUỲNH QUANG KHẢI,347471928,1200307329,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP CẦU XÂY, XÃ GIA THUẬN, TỈNH ĐỒNG THÁP","10,3896449","106,747199","Xã Gia Thuận,Tỉnh Đồng Tháp",,,
4032,158523,2TGHUYNHTHITHANHBONG,HUỲNH THỊ THANH BÔNG,84365585066,82178014390,Đào Văn Dương,T15 - SÔNG TIỀN 3,"KP MỸ THUẬN, PHƯỜNG NHỊ QUÝ, ĐỒNG THÁP","10,41557477","106,1543944","Phường Nhị Quý,Tỉnh Đồng Tháp",,,
4033,158886,2TGHUYNHTHITHUCUC,HUỲNH THỊ THU CÚC,84358240640,1201421271,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP LONG PHƯỚC, XÃ LONG CHÁNH, TX GÒ CÔNG, TỈNH TIỀN GIANG","10,3688956","106,6404818","Phường Bình Xuân,Tỉnh Đồng Tháp",,,
4034,158188,2TGHUYNHTHITUYEN,HUỲNH THỊ TUYỀN,84917725727,1201462165,Đào Văn Dương,T15 - SÔNG TIỀN 3,"SỐ 147, THỬA ĐẤT SỐ 118, TỔ 7, ẤP BÌNH PHÚ, XÃ BÌNH TRƯNG, HUYỆN CHÂU THÀNH, TỈNH TIỀN GIANG","10,3836321","106,2438366","Xã Bình Trưng,Tỉnh Đồng Tháp",,,
4035,158887,2TGHUYNHVANTHANH,HUỲNH VĂN THÀNH,973191024,1200522446,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"KINH TRÊN, XÃ TÂN ĐIỀN, TỈNH ĐỒNG THÁP","10,3547635","106,7178877","Xã Tân Điền,Tỉnh Đồng Tháp",,,
4036,156339,2TGKHANGTHINH,HỘ KINH DOANH KHANG THỊNH,365256644,82076002802,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP 3, XÃ THẠNH PHÚ, TỈNH ĐỒNG THÁP","10,5093649","106,0421791","Xã Thạnh Phú,Tỉnh Đồng Tháp",,,
4037,157030,2TGKIMHUNG,HỘ KINH DOANH KIM HÙNG,888339885,1201631247,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Tổ 18, ấp 1, xã Tân Hưng, huyện Cái Bè, Tiền Giang","10,3246354","105,8643388","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
4038,156968,2TGKIMHUNG2,HỘ KINH DOANH KIM HÙNG 2,944687077,1201645384,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Tổ 5, ấp 3, xã Tân Hưng, huyện Cái Bè, Tiền Giang","10,3330401","105,8332698","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
4039,195588,2TGKIMKHANH,HỘ KINH DOANH CỬA HÀNG VTNN KIM KHÁNH,906817340,8236670553,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"139A Trần Thị Thơm, Phường 9, Mỹ Tho, Tỉnh Tiền Giang.","10,36391768","106,392412","Phường Mỹ Phong,Tỉnh Đồng Tháp",,,
4041,154037,2TGLAVANKHANH,LA VĂN KHÁNH,898838299,82057007001,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ÁP HÒA TRÍ, PHƯỜNG CAI LẬY, ĐỒNG THÁP","10,3897073","106,1213443","Phường Cai Lậy,Tỉnh Đồng Tháp",,,
4042,147323,2TGLEHOANGVU,LÊ HOÀNG VŨ,84966296726,1200731633,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP THẠNH LẠC ĐÔNG, VĨNH BÌNH, TỈNH ĐỒNG THÁP","10,3427371","106,5622332","Xã Vĩnh Bình,Tỉnh Đồng Tháp",,,
4043,158888,2TGLEHONGNHUNG,LÊ HỒNG HƯNG,84946323072,1200287425,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"SỐ 313, BÌNH HƯNG 1, BÌNH PHỤC NHỨT, CHỢ GẠO, TIỀN GIANG","10,3908575","106,5154947","Xã An Thạnh Thủy,Tỉnh Đồng Tháp",,,
4045,147872,2TGLEMINHTHANG,LÊ MINH THẮNG,84987031440,82080020300,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP MỸ PHÚ, XÃ THIỆN TRÍ, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG","10,3586929","105,9690072","Xã Mỹ Đức Tây,Tỉnh Đồng Tháp",,,
4046,196247,2TGLENHUTTIEN,HỘ KINH DOANH LÊ NHỰT TIẾN,359759829,82095003242,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"SỐ 363, ẤP AN THỊ, XÃ MỸ TỊNH AN, TỈNH ĐỒNG THÁP.","10,4631691","106,3842307","Xã Mỹ Tịnh An,Tỉnh Đồng Tháp",,,
4047,147324,2TGLEPHONGDUAN,LÊ PHONG DUẨN,84834070133,1201134196,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP BÌNH PHÚ, XÃ PHÚ THÀNH, TỈNH ĐỒNG THÁP","10,40192059","106,5978953","Xã Phú Thành,Tỉnh Đồng Tháp",,,
4048,147325,2TGLEQUOCTHAI,LÊ QUỐC THÁI,84985766227,82087020388,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"TỔ 11, ẤP MỸ TRINH, XÃ HẬU MỸ, TỈNH ĐỒNG THÁP","10,47302","105,9774052","Xã Hậu Mỹ,Tỉnh Đồng Tháp",,,
4049,147326,2TGLETHICANG,LÊ THỊ CANG,84902002397,82160010298,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP 5, XÃ LONG HƯNG, TỈNH ĐỒNG THÁP","10,40335343","106,3048296","Xã Long Hưng,Tỉnh Đồng Tháp",,,
4050,156435,2TGLETIEN,HỘ KINH DOANH LÊ TIẾN,339431144,96191009429,Đào Văn Dương,T15 - SÔNG TIỀN 3,"204, TỔ 8, ẤP MỸ LỢI, PHƯỜNG MỸ PHONG, TỈNH ĐỒNG THÁP","10,37381583","106,3802165","Phường Mỹ Phong,Tỉnh Đồng Tháp",,,
4051,147328,2TGLEVANHAI,LÊ VĂN HẢI,84909979814,1200237167,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP MỸ HỘI, XÃ MỸ LONG,HUYỆN CAI LẬY,TỈNH TIỀN GIANG","10,36143815","106,1863336","Xã Long Tiên,Tỉnh Đồng Tháp",,,
4052,156599,2TGLEVANKHOI,LÊ VĂN KHỎI,917662671,1200295151,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP HỘ, XÃ TÂN ĐIỀN, TỈNH ĐỒNG THÁP","10,32900266","106,7535461","Xã Tân Điền,Tỉnh Đồng Tháp",,,
4053,147862,2TGLEVANPHUC,LÊ VĂN PHÚC,84983900494,82083002203,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP HẬU PHÚ 1, XÃ HẬU MỸ, TỈNH ĐỒNG THÁP","10,51097753","105,9658045","Xã Hậu Mỹ,Tỉnh Đồng Tháp",,,
4054,156472,2TGLEVANSANG,LÊ VĂN SANG,906783765,1201136115,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP TÂN QUỚI, XÃ TÂN LÝ LÝ ĐÔNG, CHÂU THÀNH, TIỀN GIANG","10,48393815","106,3283934","Xã Tân Hương,Tỉnh Đồng Tháp",,,
4055,156174,2TGLEVANTRUNG,LÊ VĂN TRUNG,834906679,1200795203,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP HÒA NGHĨA, XÃ LONG KHÁNH, HUYỆN CAI LẬY, TỈNH TIỀN GIANG","10,3774495","106,1068074","Phường Cai Lậy,Tỉnh Đồng Tháp",,,
4056,157025,2TGLEVIETTRUNG,HỘ KINH DOANH LÊ VIỆT TRUNG,915367435,8795849335-001,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"Số 10, tổ 01, ấp Bình Hòa B, xã Tam Bình, huyện Cai Lậy, tỉnh Tiền Giang","10,324374","106,1582175","Xã Ngũ Hiệp,Tỉnh Đồng Tháp",,,
4057,161245,2TGLINHNAM,VTNN LINH NAM,84937565751,8445261561,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"SỐ 64/03, TỔ 3, ẤP LỢI TRINH, XÃ MỸ LỢI A, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG","10,36157249","105,8942607","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4058,147891,2TGLUUMINHBE,LƯU MINH BÉ,84387561899,82078024375,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP PHÚ HƯNG, PHƯỜNG NHỊ MỸ, ĐỒNG THÁP","10,38665384","106,1700135","Phường Mỹ Trà,Tỉnh Đồng Tháp",,,
4059,197062,2TGMINHSANG,CÔNG TY TNHH MTV VẬT TƯ NÔNG NGHIỆP MINH SANG,916192115,1201701014,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"Ấp Thới Hòa, Xã Long Bình, Huyện Gò Công Tây, Tỉnh Tiền Giang, Việt Nam","10,311173","106,6228348","Xã Long Bình,Tỉnh Đồng Tháp",,,
4061,158164,2TGMINHTRI,MINH TRÍ,84908400097,1201588513,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"TỔ 18, ẤP THÁI HÒA, XÃ AN THÁI ĐÔNG, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG.","10,3488985","105,9096205","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4062,156482,2TGMUOIBAO,HỘ KINH DOANH MƯỜI BAO,84397098864,82200010044,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP TÂN HIỆP, XÃ TÂN PHÚ, TỈNH ĐỒNG THÁP","10,4323207","106,1885501","Xã Tân Phú,Tỉnh Đồng Tháp",,,
4063,161211,2TGMUOISON,HỘ KINH DOANH VẬT TƯ NÔNG NGHIỆP MƯỜI SON,84838797973,87095014982,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Số 129,Tổ 5 Lợi Nhơn, xã Mỹ Lợi, Tỉnh Đồng Tháp","10,38529713","105,8686884","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4064,154355,2TGMYQUOI,HTX DV SXNN MỸ QUỚI,392638118,1200413535,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"TỔ 1, ẤP HẬU QUỚI, XÃ HẬU MỸ BẮC B, HUYỆN CÁI BÈ, TỈNH TIỀN GIANG","10,51176652","105,9628975","Xã Hậu Mỹ,Tỉnh Đồng Tháp",,,
4065,158189,2TGMYTHANHBAC,HTX DVNN MỸ THÀNH BẮC,84976153107,1201567016,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP 4, XÃ MỸ THÀNH, TỈNH ĐỒNG THÁP","10,46702998","106,0245343","Xã Mỹ Thành,Tỉnh Đồng Tháp",,,
4066,157039,2TGNAMHIEP,HỘ KINH DOANH NĂM HIỆP,978194003,82096009335,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Số 425, Tổ 13, ấp 3, xã Thanh Hưng,  Tỉnh Đồng Tháp","10,3279363","105,8819173","Xã Thanh Hưng,Tỉnh Đồng Tháp",,,
4067,147329,2TGNAMTAI,NĂM TÀI,84919253128,1200324532,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP PHÚ QUÍ, XÃ VĨNH HỰU, HUYỆN GÒ CÔNG TÂY, TỈNH TIỀN GIANG","10,3261551","106,5850259","Xã Vĩnh Hựu,Tỉnh Đồng Tháp",,,
4069,147583,2TGNGOCHAN,NGỌC HÂN,84939994775,82193017320,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP 5A, XÃ THẠNH PHÚ, TỈNH ĐỒNG THÁP","10,4976988","106,0914971","Xã Thạnh Phú,Tỉnh Đồng Tháp",,,
4070,158132,2TGNGOCKIEN,HỘ KINH DOANH NGỌC KIÊN,84939918586,82095000355,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP 6, XÃ THẠNH PHÚ, TỈNH ĐỒNG THÁP","10,5038365","106,0918007","Xã Thạnh Phú,Tỉnh Đồng Tháp",,,
4071,147863,2TGNGOTHIKHUE,NGÔ THỊ KHUÊ,84347471928,1200315150,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP BÌNH CÁCH, XÃ PHÚ THÀNH, TỈNH ĐỒNG THÁP","10,3580579","106,6435972","Xã Phú Thành,Tỉnh Đồng Tháp",,,
4072,154365,2TGNGOVANNHATHOANG,NGÔ VĂN NHẬT HOÀNG,369159971,1201483253,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP LỢI NHƠN, XÃ MỸ LỢI A, CÁI BÈ, TIỀN GIANG","10,3602994","105,8964827","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4073,156969,2TGNGOVANSON,NGÔ VĂN SƠN,969736737,82068013812,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"Ấp Lai Nhơn, xã Mỹ Lợi, Tỉnh Đồng Tháp","10,3597759","105,8777563","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4074,158889,2TGNGOVANTHANG,NGÔ VĂN THẮNG,84333379620,1201608311,Đào Văn Dương,T15 - SÔNG TIỀN 3,"SỐ 759, ẤP HƯNG, XÃ NHỊ BÌNH, HUYỆN CHÂU THÀNH, TỈNH TIỀN GIANG","10,4471372","106,2160367","Xã Long Định,Tỉnh Đồng Tháp",,,
4075,158806,2TGNGUYENCHAUTHANH,NGUYỄN CHÂU THANH,916835904,1200737579,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Thửa đất 924, ấp Bình Hưng, xã Bình Phan, huyện Chợ Gạo, tỉnh Tiền Giang","10,3659285","106,4924639","Xã An Thạnh Thủy,Tỉnh Đồng Tháp",,,
4076,147330,2TGNGUYENCHITHONG,NGUYỄN TRÍ THÔNG,84984919871,,Ngô Trần Hữu Nhân,T15 - SÔNG TIỀN 3,"ẤP 1, XÃ TÂN ĐÔNG, TỈNH ĐỒNG THÁP","10,4014418","106,7163216","Xã Tân Đông,Tỉnh Đồng Tháp",,,
4077,161873,2TGNGUYENCONGTRUC,NGUYỄN CÔNG TRỰC,972636523,82085020491,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"ẤP ĐÔNG HÒA, XÃ NGŨ HIỆP, TỈNH ĐỒNG THÁP","10,31885745","106,1875477","Xã Ngũ Hiệp,Tỉnh Đồng Tháp",,,
4078,147873,2TGNGUYENDUCHUY,NGUYỄN ĐỨC HUY,84367591710,82093016338,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP HẬU THUẬN, XÃ HỘI CƯ, TỈNH ĐỒNG THÁP","10,3783782","105,993635","Xã Hội Cư,Tỉnh Đồng Tháp",,,
4080,147331,2TGNGUYENDUCTOAN,NGUYỄN ĐỨC TOÀN,84986209263,1200981739,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"XÃ HẬU THÀNH, HUYỆN CÁI BÈ,TỈNH TIỀN GIANG","10,3958782","106,0100976","Xã Hội Cư,Tỉnh Đồng Tháp",,,
4082,195458,2TGNGUYENHOANGDIEU,NGUYỄN HOÀNG ĐIỂU,377776228,1200519972,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Ấp Bình Hưng, Xã Bình Phan, Huyện Chợ Gạo, Tỉnh Tiền Giang","10,38007881","106,4948368","Xã An Thạnh Thủy,Tỉnh Đồng Tháp",,,
4083,147864,2TGNGUYENHOANGVU,NGUYỄN HOÀNG VŨ,84986315662,1201354917,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP HƯNG HÒA, XÃ VĨNH HỰU , TỈNH ĐỒNG THÁP","10,3100855","106,5772623","Xã Vĩnh Hựu,Tỉnh Đồng Tháp",,,
4084,158936,2TGNGUYENHONGPHUC,NGUYỄN HỒNG PHÚC,983528419,8001119852,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Ấp Tân Thành, Xã Tân Thuận Bình, Huyện Chợ Gạo, Tỉnh Tiền Giang","10,39410081","106,4690928","Xã Tân Thuận Bình,Tỉnh Đồng Tháp",,,
4085,160227,2TGNGUYENNGOCHAI,NGUYỄN NGỌC HẢI,,1200431816,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"Ấp Điền Mỹ, xã Long Bình Điền, Huyện Chợ Gạo, Tỉnh Tiền Giang","10,37111123","106,4341507","Xã Chợ Gạo,Tỉnh Đồng Tháp",,,
4087,158998,2TGNGUYENQUANGMINH,NGUYỄN QUANG MINH,,1200990853,Đặng Thành Dư,T17 - SÔNG TIỀN 5,"ẤP 2, MỸ TÂN, CÁI BÈ, TIỀN GIANG","10,3016013","105,8930641","Xã Mỹ Thiện,Tỉnh Đồng Tháp",,,
4088,156600,2TGNGUYENTANLOI,NGUYỄN TẤN LỢI,976540179,8017334848,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"ẤP BÌNH CÁCH, XÃ PHÚ THÀNH, TỈNH ĐỒNG THÁP","10,3585331","106,647768","Xã Phú Thành,Tỉnh Đồng Tháp",,,
4089,156473,2TGNGUYENTHANHSANG,NGUYỄN THANH SANG,947870306,82074010061,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP TÂN BƯỜNG B, XÃ HIỆP ĐỨC, TỈNH ĐỒNG THÁP","10,3022398","106,0628213","Xã Hiệp Đức,Tỉnh Đồng Tháp",,,
4090,147334,2TGNGUYENTHANHSON,NGUYỄN THANH SƠN,84913842438,1200713070,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP MỸ HƯNG C, MỸ ĐỨC ĐÔNG, CÁI BÈ, TIỀN GIANG","10,3735383","105,940535","Xã Mỹ Đức Tây,Tỉnh Đồng Tháp",,,
4091,158204,2TGNGUYENTHANHTONG,NGUYỄN THANH TÒNG,84377788877,1200456754,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP MỸ PHÚ, XÃ MỸ ĐỨC ĐÔNG, CÁI BÈ, TIỀN GIANG","10,33052517","105,9662512","Xã Mỹ Đức Tây,Tỉnh Đồng Tháp",,,
4092,147335,2TGNGUYENTHICAMNHUNG,NGUYỄN THỊ CẨM NHUNG,84345464643,82183019092,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"ẤP HẬU PHÚ 1, XÃ HẬU MỸ, TỈNH ĐỒNG THÁP","10,50842276","105,9692865","Xã Hậu Mỹ,Tỉnh Đồng Tháp",,,
4094,158205,2TGNGUYENTHIDONGTHUY,NGUYỄN THỊ ĐÔNG THÚY,84349180965,82164015196,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP HÒA PHÚ, XÃ CÁI BÈ, TỈNH ĐỒNG THÁP","10,35158501","105,9450824","Xã Cái Bè,Tỉnh Đồng Tháp",,,
4095,158206,2TGNGUYENTHIHONG,HKD NGUYỄN THỊ HỒNG,84989309493,1200501365,Nguyễn Hữu Nghĩa,T15 - SÔNG TIỀN 3,"Ấp 9, xã Long Tiên, Cai Lậy, Tiền Giang","10,3334864","106,1268733","Xã Long Tiên,Tỉnh Đồng Tháp",,,
4096,147336,2TGNGUYENTHIHONGNGA,NGUYỄN THỊ HỒNG NGA,84945336785,1201461683,Phan Hoàng Long,T15 - SÔNG TIỀN 3,"SỐ 13, ẤP LƯƠNG PHÚ A, XÃ LƯƠNG HÒA LẠ, HUYỆN CHỢ GẠO, TỈNH TIỀN GIANG","10,41178667","106,3591233","Xã Lương Hòa Lạc,Tỉnh Đồng Tháp",,,
4097,147608,2TGNGUYENTHIHUONG,NGUYỄN THỊ HƯƠNG,985050110,82094009297,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP KINH 2A, XÃ LONG ĐỊNH, TỈNH ĐỒNG THÁP","10,4238858","106,2451969","Xã Long Định,Tỉnh Đồng Tháp",,,
4098,158748,2TGNGUYENTHIKIMCUC,HKD Nguyễn Thị Kim Cúc,832536677,1200462162-002,NGÔ HOÀNG PHÚC,T15 - SÔNG TIỀN 3,"Trần Hưng Đạo, Khu Phố 3, Phường 3, TX Gò Công, Tỉnh Tiền Giang","10,3624554","106,6738645","Phường Gò Công,Tỉnh Đồng Tháp",,,
4099,158870,2TGNGUYENTHIKIMOANH,NGUYỄN THỊ KIM OANH,,8268886467,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP NAM, XÃ LONG HƯNG, CHÂU THÀNH, TIỀN GIANG","10,39896223","106,2646386","Xã Long Hưng,Tỉnh Đồng Tháp",,,
4100,156299,2TGNGUYENTHIMOT,NGUYỄN THỊ MỘT,389379889,82174018395,Đặng Phạm Minh Hùng,T15 - SÔNG TIỀN 3,"KHU 2, XÃ CÁI BÈ, TỈNH ĐỒNG THÁP","10,33423827","106,0349056","Xã Cái Bè,Tỉnh Đồng Tháp",,,
4101,158763,2TGNGUYENTHIMYLINH,NGUYỄN THỊ MỸ LINH,,89093556589,Nguyễn Nhĩ Khang,T15 - SÔNG TIỀN 3,"ẤP LỢI THUẬN, XÃ MỸ LỢI, TỈNH ĐỒNG THÁP","10,4064275","105,8943582","Xã Mỹ Lợi,Tỉnh Đồng Tháp",,,
4102,156340,2TGNGUYENTHION,NGUYỄN THỊ ƠN,944952750,82159008989,Đào Văn Dương,T15 - SÔNG TIỀN 3,"ẤP 1, XÃ LONG HƯNG, TỈNH ĐỒNG THÁP","10,4206272","106,3048323","Xã Long Hưng,Tỉnh Đồng Tháp",,,
